"","ObjID","feature","Indiv","GE","box","form_vessel","Pos","Verz","Notiz","site"
"173",452,"07/4","-1:1<U+0096>25","4-1","C4","1a","3 Oberteil","2","7 Rillen/mit kl Einstichen (Fischgräte)/20mm Kreuzmuster","03_Burials_Church"
"174",452,"07/4","-1:1<U+0096>25","4-1","C4","1a","2 Rand","4","2 Rillen/20mm Kreuzmuster/von vertikalem Kammeindruck unterbrochen","03_Burials_Church"
"175",452,"07/4","-1:1<U+0096>25","4-1","C4","1a","2 Rand","1 a","","03_Burials_Church"
"176",452,"07/4","-1:1<U+0096>25","4-1","C4","1a","3 Oberteil","1 a","7","03_Burials_Church"
"177",452,"07/4","-1:1<U+0096>25","4-1","C4","1a","3 Oberteil","10 b","","03_Burials_Church"
"178",452,"07/4","-1:1<U+0096>25","4-1","C4","1a","7 Unterteil","5 b","","03_Burials_Church"
"179",454,"07/5","-1:1<U+0096>13 -2:1<U+0096>2","5-1","C5","1a","3 Oberteil","2","","03_Burials_Church"
"180",454,"07/5","-1:1<U+0096>13 -2:1<U+0096>2","5-1","C5","1a","2 Rand","1 a","","03_Burials_Church"
"181",454,"07/5","-1:1<U+0096>13 -2:1<U+0096>2","5-1","C5","1a","3 Oberteil","1 a","horizontale Rillen","03_Burials_Church"
"182",455,"07/5","-1:14<U+0096>23 -2:4<U+0096>9","5-2","C5","1a","2 Rand","1 a","","03_Burials_Church"
"183",455,"07/5","-1:14<U+0096>23 -2:4<U+0096>9","5-2","C5","1a","3 Oberteil","1 a","","03_Burials_Church"
"184",462,"07/5","-2:11<U+0096>34","5-3","C5","1a","3 Oberteil","2","","03_Burials_Church"
"185",462,"07/5","-2:11<U+0096>34","5-3","C5","1a","2 Rand","1 a","","03_Burials_Church"
"186",462,"07/5","-2:11<U+0096>34","5-3","C5","1a","3 Oberteil","1 a","10 horizontale Rillen/darunter 20mm breiter Streifen mit Kreuzmuster","03_Burials_Church"
"187",462,"07/5","-2:11<U+0096>34","5-3","C5","1a","7 Unterteil","5 a","diagonale Ritzlinien ca. 30mm Abstand","03_Burials_Church"
"188",476,"07/6","-1:28,42<U+0096>45 -2:164<U+0096>165,173<U+0096>184","6-5","C6","1a","3 Oberteil","2","","03_Burials_Church"
"189",476,"07/6","-1:28,42<U+0096>45 -2:164<U+0096>165,173<U+0096>184","6-5","C6","1a","3 Oberteil","1 a","","03_Burials_Church"
"190",476,"07/6","-1:28,42<U+0096>45 -2:164<U+0096>165,173<U+0096>184","6-5","C6","1a","7 Unterteil","5 a","","03_Burials_Church"
"191",477,"07/6","-1:1<U+0096>7 -2:37<U+0096>70 -3:39","6-2","C6","1a","3 Oberteil","2","","03_Burials_Church"
"192",477,"07/6","-1:1<U+0096>7 -2:37<U+0096>70 -3:39","6-2","C6","1a","2 Rand","1 a","","03_Burials_Church"
"193",477,"07/6","-1:1<U+0096>7 -2:37<U+0096>70 -3:39","6-2","C6","1a","3 Oberteil","1 a","","03_Burials_Church"
"194",477,"07/6","-1:1<U+0096>7 -2:37<U+0096>70 -3:39","6-2","C6","1a","7 Unterteil","5 a","","03_Burials_Church"
"195",478,"07/6","-1:12<U+0096>18 -2:71<U+0096>82,101<U+0096>148","6-3","C6","1a","2 Rand","1 a","","03_Burials_Church"
"196",478,"07/6","-1:12<U+0096>18 -2:71<U+0096>82,101<U+0096>148","6-3","C6","1a","3 Oberteil","1 a","","03_Burials_Church"
"197",487,"07/6","-2:1<U+0096>4,13<U+0096>36","6-1","C6","1a","3 Oberteil","2","","03_Burials_Church"
"198",487,"07/6","-2:1<U+0096>4,13<U+0096>36","6-1","C6","1a","3 Oberteil","1 a","","03_Burials_Church"
"199",487,"07/6","-2:1<U+0096>4,13<U+0096>36","6-1","C6","1a","2 Rand","1 a","","03_Burials_Church"
"200",487,"07/6","-2:1<U+0096>4,13<U+0096>36","6-1","C6","1a","3 Oberteil","11 a","","03_Burials_Church"
"201",487,"07/6","-2:1<U+0096>4,13<U+0096>36","6-1","C6","1a","7 Unterteil","5 a","","03_Burials_Church"
"202",523,"07/7","-1:1<U+0096>3 -3:1<U+0096>3,6,33<U+0096>42","7-20","C7-1","2b","6 Bauch","8 b","3 vertikale Ritzlinien (evtl. rezent)","03_Burials_Church"
"203",524,"07/7","-2:1<U+0096>3","7-1","C7-1","1a","3 Oberteil","4","","03_Burials_Church"
"204",524,"07/7","-2:1<U+0096>3","7-1","C7-1","1a","3 Oberteil","16","2","03_Burials_Church"
"205",524,"07/7","-2:1<U+0096>3","7-1","C7-1","1a","2 Rand","1 a","2 Rillen/16mm diagonel Ritzlinien","03_Burials_Church"
"206",524,"07/7","-2:1<U+0096>3","7-1","C7-1","1a","3 Oberteil","1 a","2 Löcher/6 Rillen","03_Burials_Church"
"207",524,"07/7","-2:1<U+0096>3","7-1","C7-1","1a","7 Unterteil","5 b","diagonale, Doppelrillen","03_Burials_Church"
"208",525,"07/7","-2:1 -3:2,41<U+0096>65","7-21","C7-1",NA,"0 unbekannt","2","horizontale Rillen/unterbrochen von vertikalen Ritzlinien/darunter 18mm diagonale Kammeindrücke/darunter diagonale/sich überkreuzende Ritzlinien","03_Burials_Church"
"209",525,"07/7","-2:1 -3:2,41<U+0096>65","7-21","C7-1",NA,"0 unbekannt","4","","03_Burials_Church"
"210",525,"07/7","-2:1 -3:2,41<U+0096>65","7-21","C7-1",NA,"0 unbekannt","1 a","","03_Burials_Church"
"211",525,"07/7","-2:1 -3:2,41<U+0096>65","7-21","C7-1",NA,"0 unbekannt","1 b","","03_Burials_Church"
"212",530,"07/7","-3:1<U+0096>3","7-2","C7-1","1a","3 Oberteil","16","2","03_Burials_Church"
"213",530,"07/7","-3:1<U+0096>3","7-2","C7-1","1a","2 Rand","1 a","","03_Burials_Church"
"214",530,"07/7","-3:1<U+0096>3","7-2","C7-1","1a","3 Oberteil","1 a","2 Löcher/8 Rillen/darunter 15mm freies Feld","03_Burials_Church"
"215",530,"07/7","-3:1<U+0096>3","7-2","C7-1","1a","2 Rand","7 a","2 Rillen/15mm zick-zack Rillen/Ritzlinien","03_Burials_Church"
"216",544,"07/7","-4:1 -6:2<U+0096>9,12,15","7-3","Regal","2b","3 Oberteil","2","4 Rillen/überlagert von vertikalen Ritzlinien/20mm Kreuzmuster + zick-zack Rillen/5 Rillen/überlagert von vertikalen Ritzlinien/15mm Kreuzmuster + vertikale Kammeindrücke","03_Burials_Church"
"217",544,"07/7","-4:1 -6:2<U+0096>9,12,15","7-3","Regal","2b","2 Rand","1 a","","03_Burials_Church"
"218",544,"07/7","-4:1 -6:2<U+0096>9,12,15","7-3","Regal","2b","3 Oberteil","1 a","","03_Burials_Church"
"219",544,"07/7","-4:1 -6:2<U+0096>9,12,15","7-3","Regal","2b","3 Oberteil","7 a","4","03_Burials_Church"
"220",544,"07/7","-4:1 -6:2<U+0096>9,12,15","7-3","Regal","2b","2 Rand","7 a","2 Rillen/darunter zick-zack Rillen","03_Burials_Church"
"221",544,"07/7","-4:1 -6:2<U+0096>9,12,15","7-3","Regal","2b","3 Oberteil","8 a","","03_Burials_Church"
"222",545,"07/7","-3:5 -4.10<U+0096>12 -5:1<U+0096>5","7-4","C7-1","1a","3 Oberteil","2","","03_Burials_Church"
"223",545,"07/7","-3:5 -4.10<U+0096>12 -5:1<U+0096>5","7-4","C7-1","1a","2 Rand","1 a","","03_Burials_Church"
"224",545,"07/7","-3:5 -4.10<U+0096>12 -5:1<U+0096>5","7-4","C7-1","1a","3 Oberteil","1 a","","03_Burials_Church"
"225",545,"07/7","-3:5 -4.10<U+0096>12 -5:1<U+0096>5","7-4","C7-1","1a","7 Unterteil","5 a","","03_Burials_Church"
"226",545,"07/7","-3:5 -4.10<U+0096>12 -5:1<U+0096>5","7-4","C7-1","1a","3 Oberteil","8 b","","03_Burials_Church"
"227",552,"07/7","-6:1<U+0096>6 -7:194 -8:10","7-11","C7-2","1a","2 Rand","2","","03_Burials_Church"
"228",552,"07/7","-6:1<U+0096>6 -7:194 -8:10","7-11","C7-2","1a","2 Rand","4","","03_Burials_Church"
"229",552,"07/7","-6:1<U+0096>6 -7:194 -8:10","7-11","C7-2","1a","2 Rand","1 a","horizontale Rillen/überlagert von vertikalen Ritzlinien/Kreuzmuster/Kammeindrücke","03_Burials_Church"
"230",552,"07/7","-6:1<U+0096>6 -7:194 -8:10","7-11","C7-2","1a","2 Rand","8 b","","03_Burials_Church"
"231",553,"07/7","-6:8<U+0096>10 -7:202<U+0096>204 -8:13","7-16","C7-2","1a","2 Rand","2","","03_Burials_Church"
"232",553,"07/7","-6:8<U+0096>10 -7:202<U+0096>204 -8:13","7-16","C7-2","1a","2 Rand","16","","03_Burials_Church"
"233",553,"07/7","-6:8<U+0096>10 -7:202<U+0096>204 -8:13","7-16","C7-2","1a","2 Rand","1 a","","03_Burials_Church"
"234",553,"07/7","-6:8<U+0096>10 -7:202<U+0096>204 -8:13","7-16","C7-2","1a","3 Oberteil","1 a","","03_Burials_Church"
"235",553,"07/7","-6:8<U+0096>10 -7:202<U+0096>204 -8:13","7-16","C7-2","1a","7 Unterteil","5 a","","03_Burials_Church"
"236",555,"07/7","-6:5,13","7-19","C7-2","1a","3 Oberteil","2","","03_Burials_Church"
"237",555,"07/7","-6:5,13","7-19","C7-2","1a","3 Oberteil","1 a","","03_Burials_Church"
"238",555,"07/7","-6:5,13","7-19","C7-2","1a","3 Oberteil","8 b","horizontale Rillen/unten diagonale Ritzlinien","03_Burials_Church"
"239",557,"07/7","-6:16<U+0096>20 -7:192,205 -8:5,17<U+0096>28","7-17","C7-2","1a","2 Rand","16","1","03_Burials_Church"
"240",557,"07/7","-6:16<U+0096>20 -7:192,205 -8:5,17<U+0096>28","7-17","C7-2","1a","2 Rand","1 a","","03_Burials_Church"
"241",557,"07/7","-6:16<U+0096>20 -7:192,205 -8:5,17<U+0096>28","7-17","C7-2","1a","3 Oberteil","1 a","","03_Burials_Church"
"242",557,"07/7","-6:16<U+0096>20 -7:192,205 -8:5,17<U+0096>28","7-17","C7-2","1a","3 Oberteil","1 b","","03_Burials_Church"
"243",570,"07/7","-7:8<U+0096>9,23<U+0096>31","7-6","C7-3","1a","3 Oberteil","2","","03_Burials_Church"
"244",570,"07/7","-7:8<U+0096>9,23<U+0096>31","7-6","C7-3","1a","3 Oberteil","16","","03_Burials_Church"
"245",570,"07/7","-7:8<U+0096>9,23<U+0096>31","7-6","C7-3","1a","2 Rand","1 a","","03_Burials_Church"
"246",570,"07/7","-7:8<U+0096>9,23<U+0096>31","7-6","C7-3","1a","3 Oberteil","1 a","","03_Burials_Church"
"247",571,"07/7","-7:166<U+0096>167,179<U+0096>191","7-15","C7-3","1a","3 Oberteil","2","","03_Burials_Church"
"248",571,"07/7","-7:166<U+0096>167,179<U+0096>191","7-15","C7-3","1a","2 Rand","2","","03_Burials_Church"
"249",571,"07/7","-7:166<U+0096>167,179<U+0096>191","7-15","C7-3","1a","2 Rand","1 a","","03_Burials_Church"
"250",571,"07/7","-7:166<U+0096>167,179<U+0096>191","7-15","C7-3","1a","3 Oberteil","1 a","","03_Burials_Church"
"251",571,"07/7","-7:166<U+0096>167,179<U+0096>191","7-15","C7-3","1a","3 Oberteil","11 b","","03_Burials_Church"
"252",571,"07/7","-7:166<U+0096>167,179<U+0096>191","7-15","C7-3","1a","2 Rand","11 b","","03_Burials_Church"
"253",571,"07/7","-7:166<U+0096>167,179<U+0096>191","7-15","C7-3","1a","3 Oberteil","8 b","","03_Burials_Church"
"254",572,"07/7","-7:103<U+0096>164","7-13","C7-2","1a","3 Oberteil","2","","03_Burials_Church"
"255",572,"07/7","-7:103<U+0096>164","7-13","C7-2","1a","3 Oberteil","1 a","","03_Burials_Church"
"256",572,"07/7","-7:103<U+0096>164","7-13","C7-2","1a","3 Oberteil","11 b","","03_Burials_Church"
"257",572,"07/7","-7:103<U+0096>164","7-13","C7-2","1a","7 Unterteil","5 a","","03_Burials_Church"
"258",573,"07/7","-7:1<U+0096>7","7-5","C7-3","1a","3 Oberteil","2","2 Löcher/17 Rillen/darunter 20mm Kreuzmuster","03_Burials_Church"
"259",573,"07/7","-7:1<U+0096>7","7-5","C7-3","1a","3 Oberteil","2","","03_Burials_Church"
"260",573,"07/7","-7:1<U+0096>7","7-5","C7-3","1a","3 Oberteil","16","2","03_Burials_Church"
"261",573,"07/7","-7:1<U+0096>7","7-5","C7-3","1a","3 Oberteil","16","2","03_Burials_Church"
"262",573,"07/7","-7:1<U+0096>7","7-5","C7-3","1a","3 Oberteil","1 a","","03_Burials_Church"
"263",573,"07/7","-7:1<U+0096>7","7-5","C7-3","1a","3 Oberteil","1 a","","03_Burials_Church"
"264",573,"07/7","-7:1<U+0096>7","7-5","C7-3","1a","7 Unterteil","5 a","","03_Burials_Church"
"265",578,"07/7","-7:165","7-14","C7-1","1a","2 Rand","2","","03_Burials_Church"
"266",578,"07/7","-7:165","7-14","C7-1","1a","3 Oberteil","2","","03_Burials_Church"
"267",578,"07/7","-7:165","7-14","C7-1","1a","2 Rand","4","2 Rillen/12mm Kreuzmuster + vertikale Rillen","03_Burials_Church"
"268",578,"07/7","-7:165","7-14","C7-1","1a","3 Oberteil","16","2","03_Burials_Church"
"269",578,"07/7","-7:165","7-14","C7-1","1a","2 Rand","1 a","","03_Burials_Church"
"270",578,"07/7","-7:165","7-14","C7-1","1a","3 Oberteil","1 a","","03_Burials_Church"
"271",578,"07/7","-7:165","7-14","C7-1","1a","7 Unterteil","5 a","","03_Burials_Church"
"272",578,"07/7","-7:165","7-14","C7-1","1a","3 Oberteil","8 b","2 Löcher/17 Rillen/überlagert von vertikalen Ritzlinien/darunter 10mm Kreuzmuster + vertikale Ritzlinien","03_Burials_Church"
"273",583,"07/7","-7:193,196,199<U+0096>201 -8:15,24","7-23","C7-2","1a","3 Oberteil","2","","03_Burials_Church"
"274",583,"07/7","-7:193,196,199<U+0096>201 -8:15,24","7-23","C7-2","1a","2 Rand","3","(?)","03_Burials_Church"
"275",583,"07/7","-7:193,196,199<U+0096>201 -8:15,24","7-23","C7-2","1a","2 Rand","1 a","horizontale Rillen/diagonle Ritzlinien","03_Burials_Church"
"276",583,"07/7","-7:193,196,199<U+0096>201 -8:15,24","7-23","C7-2","1a","3 Oberteil","1 a","horizontale Rillen/kreuzmuster","03_Burials_Church"
"277",586,"07/7","-7:198","7-22","C7-2",NA,"3 Oberteil","2","","03_Burials_Church"
"278",586,"07/7","-7:198","7-22","C7-2",NA,"3 Oberteil","4","horizontale Rillen/darüber vertikale Ritzlinien/Kammendrücke/Kreuzmuster","03_Burials_Church"
"279",586,"07/7","-7:198","7-22","C7-2",NA,"3 Oberteil","1 a","","03_Burials_Church"
"280",586,"07/7","-7:198","7-22","C7-2",NA,"3 Oberteil","8 b","","03_Burials_Church"
"281",596,"07/7","-7:32<U+0096>41","7-7","C7-3","1a","3 Oberteil","2","","03_Burials_Church"
"282",596,"07/7","-7:32<U+0096>41","7-7","C7-3","1a","3 Oberteil","4","2 Löcher/10mm Kreuzmuster + vertikale Kammeindrücke/14 Rillen/unterbrochen von vertikalen Ritzlinien/darunter 10mm Kreuzmuster + vertikale Kammeindrücke","03_Burials_Church"
"283",596,"07/7","-7:32<U+0096>41","7-7","C7-3","1a","3 Oberteil","16","2","03_Burials_Church"
"284",596,"07/7","-7:32<U+0096>41","7-7","C7-3","1a","2 Rand","1 a","","03_Burials_Church"
"285",596,"07/7","-7:32<U+0096>41","7-7","C7-3","1a","3 Oberteil","1 a","","03_Burials_Church"
"286",596,"07/7","-7:32<U+0096>41","7-7","C7-3","1a","7 Unterteil","5 a","","03_Burials_Church"
"287",596,"07/7","-7:32<U+0096>41","7-7","C7-3","1a","2 Rand","8 b","3 Rillen/teilw. Unterbrochen von vertikalen Ritzlinien","03_Burials_Church"
"288",596,"07/7","-7:32<U+0096>41","7-7","C7-3","1a","3 Oberteil","8 b","","03_Burials_Church"
"289",600,"07/7","-7:42","7-8","Regal","2c","2 Rand","2","","03_Burials_Church"
"290",600,"07/7","-7:42","7-8","Regal","2c","6 Bauch","2","35 Rillen","03_Burials_Church"
"291",600,"07/7","-7:42","7-8","Regal","2c","5 Schulter","1 a","","03_Burials_Church"
"292",600,"07/7","-7:42","7-8","Regal","2c","4 Hals","1 a","","03_Burials_Church"
"293",600,"07/7","-7:42","7-8","Regal","2c","6 Bauch","1 a","","03_Burials_Church"
"294",600,"07/7","-7:42","7-8","Regal","2c","2 Rand","1 a","2 Rillen/12mm frei (erodiert)","03_Burials_Church"
"295",600,"07/7","-7:42","7-8","Regal","2c","6 Bauch","11 a","","03_Burials_Church"
"296",601,"07/7","-7:53<U+0096>67","7-9","C7-1","1a","3 Oberteil","2","","03_Burials_Church"
"297",601,"07/7","-7:53<U+0096>67","7-9","C7-1","1a","3 Oberteil","3","","03_Burials_Church"
"298",601,"07/7","-7:53<U+0096>67","7-9","C7-1","1a","3 Oberteil","16","2","03_Burials_Church"
"299",601,"07/7","-7:53<U+0096>67","7-9","C7-1","1a","3 Oberteil","1 a","2 Löcher/20mm diagonale Ritzlinien/darunter 4 Rillen/darunter 23mm Kreuzmuster/darunter 7 Rillen/darunter 18mm Kreuzmuster","03_Burials_Church"
"300",601,"07/7","-7:53<U+0096>67","7-9","C7-1","1a","2 Rand","1 a","3 Rillen","03_Burials_Church"
"301",601,"07/7","-7:53<U+0096>67","7-9","C7-1","1a","7 Unterteil","5 a","","03_Burials_Church"
"302",606,"07/7","-7:68<U+0096>75","7-10","C7-2","1a","3 Oberteil","2","3 Rillen/10mm diagonale Ritzlinien + vertikale Rillen/darunter 13 Rillen/teilw. von vertikalen Rillen unterbrochen","03_Burials_Church"
"303",606,"07/7","-7:68<U+0096>75","7-10","C7-2","1a","3 Oberteil","16","","03_Burials_Church"
"304",606,"07/7","-7:68<U+0096>75","7-10","C7-2","1a","3 Oberteil","1 a","","03_Burials_Church"
"305",606,"07/7","-7:68<U+0096>75","7-10","C7-2","1a","2 Rand","1 a","","03_Burials_Church"
"306",606,"07/7","-7:68<U+0096>75","7-10","C7-2","1a","3 Oberteil","8 b","","03_Burials_Church"
"307",611,"07/7","-7:76<U+0096>102","7-12","C7-2","1a","2 Rand","2","2 Rillen/15mm Kreuzmuster","03_Burials_Church"
"308",611,"07/7","-7:76<U+0096>102","7-12","C7-2","1a","3 Oberteil","2","","03_Burials_Church"
"309",611,"07/7","-7:76<U+0096>102","7-12","C7-2","1a","3 Oberteil","16","2","03_Burials_Church"
"310",611,"07/7","-7:76<U+0096>102","7-12","C7-2","1a","2 Rand","1 a","","03_Burials_Church"
"311",611,"07/7","-7:76<U+0096>102","7-12","C7-2","1a","3 Oberteil","1 a","","03_Burials_Church"
"312",611,"07/7","-7:76<U+0096>102","7-12","C7-2","1a","7 Unterteil","5 a","","03_Burials_Church"
"313",611,"07/7","-7:76<U+0096>102","7-12","C7-2","1a","3 Oberteil","8 b","2 Löcher/11 Rillen/teilw. überlagert von vertikalen Rillen (Schachbrett)/13mm Kreuzmuster","03_Burials_Church"
"314",637,"07/9","-2:10<U+0096>22","9-2","C9","1a","3 Oberteil","2","2 Löcher/15 Rillen/teilw. mit kl. Einstichen/-drücken darin (Fischgrätenmuster)/darunter 15mm Kreuzmuster","03_Burials_Church"
"315",637,"07/9","-2:10<U+0096>22","9-2","C9","1a","3 Oberteil","16","2","03_Burials_Church"
"316",637,"07/9","-2:10<U+0096>22","9-2","C9","1a","3 Oberteil","1 a","","03_Burials_Church"
"317",637,"07/9","-2:10<U+0096>22","9-2","C9","1a","2 Rand","1 a","","03_Burials_Church"
"318",637,"07/9","-2:10<U+0096>22","9-2","C9","1a","2 Rand","10 b","","03_Burials_Church"
"319",637,"07/9","-2:10<U+0096>22","9-2","C9","1a","3 Oberteil","10 b","","03_Burials_Church"
"320",637,"07/9","-2:10<U+0096>22","9-2","C9","1a","8 Bodenansatz","5 a","","03_Burials_Church"
"321",637,"07/9","-2:10<U+0096>22","9-2","C9","1a","3 Oberteil","8 b","","03_Burials_Church"
"322",641,"07/9","-2:24<U+0096>33","9-4","C9","2b","4 Hals","1 a","","03_Burials_Church"
"323",641,"07/9","-2:24<U+0096>33","9-4","C9","2b","5 Schulter","1 a","","03_Burials_Church"
"324",642,"07/9","-2:23","9-1","C9","1a","3 Oberteil","2","","03_Burials_Church"
"325",642,"07/9","-2:23","9-1","C9","1a","3 Oberteil","16","2","03_Burials_Church"
"326",642,"07/9","-2:23","9-1","C9","1a","2 Rand","1 a","","03_Burials_Church"
"327",642,"07/9","-2:23","9-1","C9","1a","3 Oberteil","1 a","13","03_Burials_Church"
"328",642,"07/9","-2:23","9-1","C9","1a","2 Rand","10 a","","03_Burials_Church"
"329",642,"07/9","-2:23","9-1","C9","1a","7 Unterteil","5 a","","03_Burials_Church"
"330",642,"07/9","-2:23","9-1","C9","1a","3 Oberteil","8 a","2 Löcher/13 Rillen/von diagonalen Ritzlinien überlagert/darunter 10mm Kreuzmuster","03_Burials_Church"
"331",642,"07/9","-2:23","9-1","C9","1a","2 Rand","8 b","4 Rillen/teilw. mit vertikalen Ritzlinien unterbroche/7mm vertikale Einstiche","03_Burials_Church"
"332",645,"07/10","-3:1","10-1","C10-1","1b","3 Oberteil","2","","03_Burials_Church"
"333",645,"07/10","-3:1","10-1","C10-1","1b","3 Oberteil","16","2","03_Burials_Church"
"334",645,"07/10","-3:1","10-1","C10-1","1b","2 Rand","1 a","Rillen oben & seitliche","03_Burials_Church"
"335",645,"07/10","-3:1","10-1","C10-1","1b","3 Oberteil","1 a","","03_Burials_Church"
